Fin de la période,Pays,Code du territoire CLDR,Produit,Motif,Ordonnances du tribunal,"Pouvoir exécutif, police, etc.",Éléments dont la suppression a été demandée
12/31/2009,Corée du Sud,KR,Google Actualités,,0,1,
12/31/2009,Corée du Sud,KR,Recherche sur le Web Google,,0,18,
12/31/2009,Corée du Sud,KR,Recherche sur le Web Google : recherches associées,,0,1,
12/31/2009,Corée du Sud,KR,Blogger,,0,1,
12/31/2009,Corée du Sud,KR,Google AdWords,,0,38,
12/31/2009,Corée du Sud,KR,"Google Earth, Google Maps et Panoramio",,0,2,
12/31/2009,Corée du Sud,KR,Google Shopping,,0,1,
12/31/2009,Corée du Sud,KR,Street View,,0,2,
12/31/2009,Argentine,AR,Recherche sur le Web Google,,31,0,
12/31/2009,Argentine,AR,Google Images,,7,0,
12/31/2009,Argentine,AR,Blogger,,3,1,
12/31/2009,Canada,CA,Recherche sur le Web Google,,0,1,
12/31/2009,Canada,CA,Blogger,,0,1,
12/31/2009,Canada,CA,Google Groupes,,2,0,
12/31/2009,Canada,CA,YouTube,,0,12,
12/31/2009,Australie,AU,Recherche sur le Web Google,,0,1,
12/31/2009,Australie,AU,Blogger,,0,1,
12/31/2009,Australie,AU,"Google Earth, Google Maps et Panoramio",,0,1,
12/31/2009,Australie,AU,YouTube,,0,14,
12/31/2009,Espagne,ES,Recherche sur le Web Google,,1,11,
12/31/2009,Espagne,ES,Blogger,,3,2,
12/31/2009,Espagne,ES,YouTube,,4,11,
12/31/2009,États-Unis,US,Recherche sur le Web Google,,22,5,
12/31/2009,États-Unis,US,Blogger,,6,6,
12/31/2009,États-Unis,US,Google Groupes,,4,1,
12/31/2009,États-Unis,US,Google AdWords,,2,1,
12/31/2009,États-Unis,US,"Google Earth, Google Maps et Panoramio",,0,1,
12/31/2009,États-Unis,US,YouTube,,7,63,
12/31/2009,États-Unis,US,Google Livres,,0,1,
12/31/2009,États-Unis,US,Google Apps,,1,0,
12/31/2009,États-Unis,US,Gmail,,1,0,
12/31/2009,États-Unis,US,orkut,,0,1,
12/31/2009,États-Unis,US,Google Vidéos,,1,0,
12/31/2009,Royaume-Uni,GB,Recherche sur le Web Google,,8,2,
12/31/2009,Royaume-Uni,GB,Google Images,,1,1,
12/31/2009,Royaume-Uni,GB,Blogger,,0,1,
12/31/2009,Royaume-Uni,GB,Google Groupes,,1,0,
12/31/2009,Royaume-Uni,GB,Google AdWords,,0,1,
12/31/2009,Royaume-Uni,GB,"Google Earth, Google Maps et Panoramio",,0,1,
12/31/2009,Royaume-Uni,GB,YouTube,,0,43,
12/31/2009,Allemagne,DE,Recherche sur le Web Google,,94,4,
12/31/2009,Allemagne,DE,Google Images,,1,0,
12/31/2009,Allemagne,DE,Blogger,,7,3,
12/31/2009,Allemagne,DE,Recherche sur le Web Google : saisie semi-automatique,,4,0,
12/31/2009,Allemagne,DE,YouTube,,3,70,
12/31/2009,Allemagne,DE,Google Vidéos,,0,2,
12/31/2009,Italie,IT,Recherche sur le Web Google,,2,0,
12/31/2009,Italie,IT,Blogger,,7,1,
12/31/2009,Italie,IT,Google Groupes,,1,0,
12/31/2009,Italie,IT,YouTube,,6,39,
12/31/2009,Italie,IT,Google Vidéos,,0,1,
12/31/2009,Inde,IN,Recherche sur le Web Google,,0,2,
12/31/2009,Inde,IN,Google SMS Channels,,0,1,
12/31/2009,Inde,IN,Blogger,,0,2,
12/31/2009,Inde,IN,"Google Earth, Google Maps et Panoramio",,0,2,
12/31/2009,Inde,IN,YouTube,,0,15,
12/31/2009,Inde,IN,Google Livres,,1,0,
12/31/2009,Inde,IN,orkut,,0,119,
12/31/2009,Brésil,BR,Recherche sur le Web Google,,9,0,
12/31/2009,Brésil,BR,Blogger,,21,5,
12/31/2009,Brésil,BR,Recherche sur le Web Google : saisie semi-automatique,,0,1,
12/31/2009,Brésil,BR,YouTube,,32,1,
12/31/2009,Brésil,BR,Gmail,,4,0,
12/31/2009,Brésil,BR,orkut,,99,119,
06/30/2010,Corée du Sud,KR,Recherche sur le Web Google,,0,92,15497
06/30/2010,Corée du Sud,KR,Textcube,,0,1,1
06/30/2010,Corée du Sud,KR,Google AdWords,,0,1,51
06/30/2010,Suisse,CH,Recherche sur le Web Google,,4,0,23
06/30/2010,Suisse,CH,YouTube,,0,1,10
06/30/2010,Argentine,AR,Recherche sur le Web Google,,7,0,0
06/30/2010,Argentine,AR,Google Images,,3,0,73
06/30/2010,Argentine,AR,Blogger,,2,0,2
06/30/2010,Israël,IL,Recherche sur le Web Google,,3,1,15
06/30/2010,Australie,AU,Recherche sur le Web Google,,7,0,316
06/30/2010,Australie,AU,Google Groupes,,1,0,314
06/30/2010,Australie,AU,"Google Earth, Google Maps et Panoramio",,0,1,1
06/30/2010,Australie,AU,YouTube,,2,2,7
06/30/2010,Australie,AU,Gmail,,0,1,1
06/30/2010,Libye,LY,YouTube,,0,147,1160
06/30/2010,Libye,LY,Google Vidéos,,0,2,17
06/30/2010,Espagne,ES,Recherche sur le Web Google,,0,35,55
06/30/2010,Espagne,ES,Blogger,,0,4,4
06/30/2010,Espagne,ES,Google Groupes,,0,1,1
06/30/2010,Espagne,ES,YouTube,,12,4,18
06/30/2010,France,FR,Recherche sur le Web Google,,6,0,14
06/30/2010,France,FR,Blogger,,4,0,6
06/30/2010,France,FR,Recherche sur le Web Google : saisie semi-automatique,,2,0,2
06/30/2010,France,FR,YouTube,,2,11,14
06/30/2010,Turquie,TR,Recherche sur le Web Google,,4,0,6
06/30/2010,Turquie,TR,Picasa Albums Web,,1,0,75
06/30/2010,États-Unis,US,Recherche sur le Web Google,,30,2,66
06/30/2010,États-Unis,US,Blogger,,8,0,45
06/30/2010,États-Unis,US,Google Groupes,,7,0,394
06/30/2010,États-Unis,US,Google AdWords,,1,0,1
06/30/2010,États-Unis,US,"Google Earth, Google Maps et Panoramio",,2,0,2
06/30/2010,États-Unis,US,YouTube,,31,46,169
06/30/2010,États-Unis,US,Google Vidéos,,1,0,1
06/30/2010,Royaume-Uni,GB,Recherche sur le Web Google,,8,0,144
06/30/2010,Royaume-Uni,GB,Blogger,,1,0,1
06/30/2010,Royaume-Uni,GB,Google Groupes,,1,0,1
06/30/2010,Royaume-Uni,GB,YouTube,,6,29,54
06/30/2010,Royaume-Uni,GB,Google Vidéos,,3,0,32
06/30/2010,Allemagne,DE,Recherche sur le Web Google,,47,1,1094
06/30/2010,Allemagne,DE,Blogger,,8,0,11
06/30/2010,Allemagne,DE,Recherche sur le Web Google : saisie semi-automatique,,2,0,3
06/30/2010,Allemagne,DE,YouTube,,17,46,295
06/30/2010,Allemagne,DE,Google Livres,,2,0,2
06/30/2010,Allemagne,DE,Google Vidéos,,1,0,2
06/30/2010,Italie,IT,Blogger,,11,1,15
06/30/2010,Italie,IT,Google Groupes,,1,0,1
06/30/2010,Italie,IT,YouTube,,19,37,1639
06/30/2010,Japon,JP,Recherche sur le Web Google,,7,0,31
06/30/2010,Inde,IN,Recherche sur le Web Google,,2,5,13
06/30/2010,Inde,IN,Blogger,,2,3,9
06/30/2010,Inde,IN,YouTube,,1,11,97
06/30/2010,Inde,IN,Google Livres,,1,0,1
06/30/2010,Inde,IN,orkut,,2,3,5
06/30/2010,Taïwan,TW,Recherche sur le Web Google,,0,7,8
06/30/2010,Taïwan,TW,Blogger,,0,2,2
06/30/2010,Taïwan,TW,YouTube,,0,2,2
06/30/2010,Autriche,AT,Recherche sur le Web Google,,2,0,143
06/30/2010,Brésil,BR,Recherche sur le Web Google,,13,0,275
06/30/2010,Brésil,BR,Blogger,,15,0,98
06/30/2010,Brésil,BR,Picasa Albums Web,,1,0,18318
06/30/2010,Brésil,BR,"Google Earth, Google Maps et Panoramio",,1,0,1
06/30/2010,Brésil,BR,YouTube,,46,1,67
06/30/2010,Brésil,BR,Gmail,,1,0,1
06/30/2010,Brésil,BR,orkut,,99,220,1045
06/30/2010,Brésil,BR,Google Vidéos,,1,0,1
12/31/2010,Russie,RU,Recherche sur le Web Google,Autre,0,1,10
12/31/2010,Belgique,BE,YouTube,Confidentialité et sécurité,0,1,1
12/31/2010,Hong Kong,HK,YouTube,Autre,0,1,4
12/31/2010,Corée du Sud,KR,Google AdWords,Autre,0,1,51
12/31/2010,Corée du Sud,KR,Recherche sur le Web Google,Diffamation,3,0,5
12/31/2010,Corée du Sud,KR,Blogger,Confidentialité et sécurité,3,0,8
12/31/2010,Corée du Sud,KR,YouTube,Confidentialité et sécurité,0,1,1
12/31/2010,Corée du Sud,KR,Android Market,Autre,0,3,10
12/31/2010,Corée du Sud,KR,Recherche sur le Web Google,Confidentialité et sécurité,0,127,32076
12/31/2010,Corée du Sud,KR,Textcube,Confidentialité et sécurité,1,0,1
12/31/2010,Pays-Bas,NL,YouTube,Autre,1,1,3
12/31/2010,Pays-Bas,NL,YouTube,Incitation à la haine,0,2,2
12/31/2010,Suisse,CH,Recherche sur le Web Google,Diffamation,3,0,13
12/31/2010,Suisse,CH,Blogger,Diffamation,1,0,5
12/31/2010,Grèce,GR,YouTube,Violence,0,1,1
12/31/2010,Argentine,AR,Google Images,Confidentialité et sécurité,1,0,3
12/31/2010,Argentine,AR,Recherche sur le Web Google,Diffamation,18,0,70
12/31/2010,Argentine,AR,Blogger,Diffamation,2,1,3
12/31/2010,Nouvelle-Zélande,NZ,YouTube,Autre,2,0,2
12/31/2010,Nouvelle-Zélande,NZ,YouTube,Incitation à la haine,0,1,1
12/31/2010,Canada,CA,Recherche sur le Web Google,Diffamation,3,0,12
12/31/2010,Canada,CA,Blogger,Diffamation,3,0,3
12/31/2010,Canada,CA,YouTube,Diffamation,1,0,8
12/31/2010,Australie,AU,YouTube,Autre,0,1,2
12/31/2010,Australie,AU,YouTube,Incitation à la haine,0,1,2
12/31/2010,Australie,AU,YouTube,Droits d'auteur,0,1,1
12/31/2010,Australie,AU,YouTube,Confidentialité et sécurité,0,2,2
12/31/2010,Libye,LY,YouTube,Autre,0,60,189
12/31/2010,Libye,LY,YouTube,Confidentialité et sécurité,0,8,14
12/31/2010,Thaïlande,TH,YouTube,Critiques à l'égard du gouvernement,0,1,43
12/31/2010,Espagne,ES,YouTube,Autre,2,0,19
12/31/2010,Espagne,ES,Blogger,Confidentialité et sécurité,0,4,4
12/31/2010,Espagne,ES,Blogger,Diffamation,6,0,7
12/31/2010,Espagne,ES,YouTube,Confidentialité et sécurité,1,1,8
12/31/2010,Espagne,ES,Blogger,Autre,1,0,1
12/31/2010,Espagne,ES,Recherche sur le Web Google,Confidentialité et sécurité,1,17,25
12/31/2010,Espagne,ES,YouTube,Diffamation,1,0,3
12/31/2010,France,FR,Recherche sur le Web Google,Diffamation,10,0,87
12/31/2010,France,FR,Google Documents,Diffamation,1,0,5
12/31/2010,France,FR,Blogger,Diffamation,5,0,15
12/31/2010,France,FR,YouTube,Contenu réservé aux adultes,0,2,2
12/31/2010,France,FR,YouTube,Incitation à la haine,0,3,4
12/31/2010,France,FR,YouTube,Confidentialité et sécurité,0,1,2
12/31/2010,France,FR,Gmail,Usurpation d'identité,1,0,1
12/31/2010,Malaisie,MY,Recherche sur le Web Google,Diffamation,0,1,1
12/31/2010,Malaisie,MY,YouTube,Incitation à la haine,0,1,1
12/31/2010,Mexique,MX,YouTube,Autre,0,1,5
12/31/2010,Mexique,MX,Blogger,Autre,1,0,2
12/31/2010,Turquie,TR,Recherche sur le Web Google,Diffamation,3,0,4
12/31/2010,Turquie,TR,YouTube,Autre,1,0,1
12/31/2010,Turquie,TR,YouTube,Critiques à l'égard du gouvernement,1,0,9
12/31/2010,Turquie,TR,YouTube,Confidentialité et sécurité,1,0,5
12/31/2010,États-Unis,US,Gmail,Autre,1,0,1
12/31/2010,États-Unis,US,Recherche sur le Web Google,Diffamation,17,0,77
12/31/2010,États-Unis,US,YouTube,Sécurité nationale,0,1,1
12/31/2010,États-Unis,US,YouTube,Autre,1,10,36
12/31/2010,États-Unis,US,Blogger,Diffamation,8,0,36
12/31/2010,États-Unis,US,Google Groupes,Diffamation,6,0,1110
12/31/2010,États-Unis,US,YouTube,Confidentialité et sécurité,0,3,3
12/31/2010,États-Unis,US,Blogger,Autre,2,0,3
12/31/2010,États-Unis,US,Google Vidéos,Autre,1,0,1
12/31/2010,États-Unis,US,YouTube,Diffamation,3,0,152
12/31/2010,États-Unis,US,YouTube,Violence,0,1,1
12/31/2010,Pakistan,PK,YouTube,Incitation à la haine,0,2,2
12/31/2010,Croatie,HR,Recherche sur le Web Google,Diffamation,0,1,1
12/31/2010,Royaume-Uni,GB,Google Images,Diffamation,2,0,41
12/31/2010,Royaume-Uni,GB,Blogger,Diffamation,1,0,3
12/31/2010,Royaume-Uni,GB,YouTube,Incitation à la haine,0,1,1
12/31/2010,Royaume-Uni,GB,Blogger,Autre,2,0,2
12/31/2010,Royaume-Uni,GB,Google Images,Confidentialité et sécurité,2,0,13
12/31/2010,Royaume-Uni,GB,Google AdWords,Autre,0,2,93360
12/31/2010,Royaume-Uni,GB,Street View,Confidentialité et sécurité,0,2,2
12/31/2010,Royaume-Uni,GB,Recherche sur le Web Google,Diffamation,5,0,17
12/31/2010,Royaume-Uni,GB,YouTube,Autre,1,13,30
12/31/2010,Royaume-Uni,GB,Google Vidéos,Confidentialité et sécurité,2,0,20
12/31/2010,Royaume-Uni,GB,YouTube,Confidentialité et sécurité,0,2,9
12/31/2010,Royaume-Uni,GB,Recherche sur le Web Google,Confidentialité et sécurité,2,0,18
12/31/2010,Royaume-Uni,GB,Blogger,Droits d'auteur,1,0,2
12/31/2010,Allemagne,DE,Google Images,Diffamation,2,0,4
